Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE363,    9.19077,   -41.71, 1.88202E-009,  -174.01, 4.97326E-010,  -110.56,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 1.88202E-009,     5.99, 4.97326E-010,    69.44,          0,     0.00,    9.19077,   138.29
Line.LINE364,    9.22557,   -41.68, 3.09006E-010,    38.61,          0,     0.00,          0,     0.00,    9.22557,   -41.68,    9.22557,   138.32, 3.09006E-010,  -141.39,          0,     0.00,          0,     0.00,    9.22557,   138.32
Line.LINE365, 5.96187E-010,   -31.65,    9.17629,  -162.23, 1.63085E-009,    92.05,          0,     0.00,    9.17629,  -162.23, 5.96187E-010,   148.35,    9.17629,    17.77, 1.63085E-009,   -87.95,          0,     0.00,    9.17629,    17.77
Line.LINE366,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE367,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE368,    9.19077,   -41.71, 7.64947E-010,  -170.69, 9.31777E-010,    88.21,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 7.64947E-010,     9.31, 9.31777E-010,   -91.79,          0,     0.00,    9.19077,   138.29
Line.LINE369,    9.22557,   -41.68, 3.06188E-010,  -172.15, 1.17321E-010,   -97.13,          0,     0.00,    9.22557,   -41.68,    9.22557,   138.32, 3.06188E-010,     7.85, 1.17321E-010,    82.87,          0,     0.00,    9.22557,   138.32
Line.LINE370, 7.05937E-010,   -47.04,    9.17629,  -162.23, 6.99098E-010,    87.61,          0,     0.00,    9.17629,  -162.23, 7.05937E-010,   132.96,    9.17629,    17.77, 6.99098E-010,   -92.39,          0,     0.00,    9.17629,    17.77
Line.LINE371,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE372,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE373,    9.19077,   -41.71, 2.34273E-010,   -13.47, 4.65889E-010,    88.21,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 2.34273E-010,   166.53, 4.65889E-010,   -91.79,          0,     0.00,    9.19077,   138.29
Line.LINE374,    9.22557,   -41.68, 6.86748E-011,   146.20, 1.18444E-010,  -100.62,          0,     0.00,    9.22557,   -41.68,    9.22557,   138.32, 6.86748E-011,   -33.80, 1.18444E-010,    79.38,          0,     0.00,    9.22557,   138.32
Line.LINE375, 2.83456E-010,  -141.97,    9.17629,  -162.23,          0,     0.00,          0,     0.00,    9.17629,  -162.23, 2.83456E-010,    38.03,    9.17629,    17.77,          0,     0.00,          0,     0.00,    9.17629,    17.77
Line.LINE376,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE377,    64.9697,   -41.62,    73.8997,  -162.22,    63.4912,    78.24,          0,     0.00,    9.54991,  -158.13,    64.9697,   138.38,    73.8997,    17.78,    63.4912,  -101.76,          0,     0.00,    9.54991,    21.87
Line.LINE378, 1.06873E-010,  -116.95, 6.5449E-010,  -148.34,    9.04899,    78.28,          0,     0.00,    9.04899,    78.28, 1.06873E-010,    63.05, 6.5449E-010,    31.66,    9.04899,  -101.72,          0,     0.00,    9.04899,  -101.72
Line.LINE379,    9.19077,   -41.71, 3.58213E-011,    56.92, 1.16642E-010,   -86.42,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 3.58213E-011,  -123.08, 1.16642E-010,    93.58,          0,     0.00,    9.19077,   138.29
Line.LINE380,    9.22557,   -41.68, 2.45827E-011,   -63.79, 2.93303E-011,   -97.13,          0,     0.00,    9.22557,   -41.68,    9.22557,   138.32, 2.45827E-011,   116.21, 2.93303E-011,    82.87,          0,     0.00,    9.22557,   138.32
Line.LINE381, 3.06218E-010,   103.05,    9.17629,  -162.23, 1.45519E-011,   180.00,          0,     0.00,    9.17629,  -162.23, 3.06218E-010,   -76.95,    9.17629,    17.77, 1.45519E-011,     0.00,          0,     0.00,    9.17629,    17.77
Line.LINE382,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE383,    64.9697,   -41.62,    73.8997,  -162.22,    63.4912,    78.24,          0,     0.00,    9.54991,  -158.13,    64.9697,   138.38,    73.8997,    17.78,    63.4912,  -101.76,          0,     0.00,    9.54991,    21.87
Line.LINE384, 1.41215E-010,   177.12, 1.64155E-010,  -138.57,    9.04899,    78.28,          0,     0.00,    9.04899,    78.28, 1.41215E-010,    -2.88, 1.64155E-010,    41.43,    9.04899,  -101.72,          0,     0.00,    9.04899,  -101.72
Line.LINE385, 1.17326E-010,   -51.00, 5.50235E-010,  -151.63, 2.12946E-010,  -124.91,          0,     0.00, 7.49151E-010,  -135.26, 1.17326E-010,   129.00, 5.50235E-010,    28.37, 2.12946E-010,    55.09,          0,     0.00, 7.49151E-010,    44.74
Line.LINE386,    9.19077,   -41.71, 8.49253E-012,    13.94, 1.48055E-011,    79.38,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 8.49253E-012,  -166.06, 1.48055E-011,  -100.62,          0,     0.00,    9.19077,   138.29
Line.LINE387,    9.22557,   -41.68, 4.31133E-012,  -159.95, 1.45519E-011,   -90.00,          0,     0.00,    9.22557,   -41.68,    9.22557,   138.32, 4.31133E-012,    20.05, 1.45519E-011,    90.00,          0,     0.00,    9.22557,   138.32
Line.LINE388, 4.18288E-010,   139.94,    9.17629,  -162.23, 6.99098E-010,   -92.39,          0,     0.00,    9.17629,  -162.23, 4.18288E-010,   -40.06,    9.17629,    17.77, 6.99098E-010,    87.61,          0,     0.00,    9.17629,    17.77
Line.LINE389,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE390,    64.9697,   -41.62,    73.8997,  -162.22,    63.4912,    78.24,          0,     0.00,    9.54991,  -158.13,    64.9697,   138.38,    73.8997,    17.78,    63.4912,  -101.76,          0,     0.00,    9.54991,    21.87
Line.LINE391, 1.50071E-010,   174.87, 1.82218E-010,  -143.34,    9.04899,    78.28,          0,     0.00,    9.04899,    78.28, 1.50071E-010,    -5.13, 1.82218E-010,    36.66,    9.04899,  -101.72,          0,     0.00,    9.04899,  -101.72
Line.LINE392, 1.34295E-010,   -44.81, 5.29829E-010,  -151.70, 2.52309E-010,  -118.41,          0,     0.00, 7.50796E-010,  -130.87, 1.34295E-010,   135.19, 5.29829E-010,    28.30, 2.52309E-010,    61.59,          0,     0.00, 7.50796E-010,    49.13
Line.LINE393, 1.11071E-010,    87.42,    9.17629,  -162.23, 2.91038E-011,   180.00,          0,     0.00,    9.17629,  -162.23, 1.11071E-010,   -92.58,    9.17629,    17.77, 2.91038E-011,     0.00,          0,     0.00,    9.17629,    17.77
Line.LINE394,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE395, 1.36811E-009,   149.95, 3.32512E-010,    26.83,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.36811E-009,   -30.05, 3.32512E-010,  -153.17,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE396,    64.9697,   -41.62,    73.8997,  -162.22,    45.3764,    78.23,          0,     0.00,    24.7142,  -120.50,    64.9697,   138.38,    73.8997,    17.78,    45.3764,  -101.77,          0,     0.00,    24.7142,    59.50
Line.LINE397, 5.25169E-011,    29.01, 1.66428E-010,   -30.91,    9.04899,    78.28,          0,     0.00,    9.04899,    78.28, 5.25169E-011,  -150.99, 1.66428E-010,   149.09,    9.04899,  -101.72,          0,     0.00,    9.04899,  -101.72
Line.LINE398, 1.76435E-010,   -60.00, 5.25087E-010,  -155.65, 2.65373E-010,  -118.67,          0,     0.00, 7.93924E-010,  -130.68, 1.76435E-010,   120.00, 5.25087E-010,    24.35, 2.65373E-010,    61.33,          0,     0.00, 7.93924E-010,    49.32
Line.LINE399, 5.29162E-011,  -127.76,    9.17629,  -162.23, 1.16472E-010,   -91.79,          0,     0.00,    9.17629,  -162.23, 5.29162E-011,    52.24,    9.17629,    17.77, 1.16472E-010,    88.21,          0,     0.00,    9.17629,    17.77
Line.LINE400,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE401, 1.16995E-009,   145.96, 3.44367E-010,    36.08,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.16995E-009,   -34.04, 3.44367E-010,  -143.92,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE402,    64.9697,   -41.62,    73.8997,  -162.22,    45.3764,    78.23,          0,     0.00,    24.7142,  -120.50,    64.9697,   138.38,    73.8997,    17.78,    45.3764,  -101.77,          0,     0.00,    24.7142,    59.50
Line.LINE403, 1.18346E-010,   170.27, 1.08165E-010,  -160.35,    9.04899,    78.28,          0,     0.00,    9.04899,    78.28, 1.18346E-010,    -9.73, 1.08165E-010,    19.65,    9.04899,  -101.72,          0,     0.00,    9.04899,  -101.72
Line.LINE404, 9.58452E-011,  -108.39, 3.9366E-010,  -164.45, 2.60313E-010,  -116.57,          0,     0.00, 6.78874E-010,  -140.78, 9.58452E-011,    71.61, 3.9366E-010,    15.55, 2.60313E-010,    63.43,          0,     0.00, 6.78874E-010,    39.22
Line.LINE405, 1.66355E-011,    46.42,    9.17629,  -162.23, 7.27596E-012,   -90.00,          0,     0.00,    9.17629,  -162.23, 1.66355E-011,  -133.58,    9.17629,    17.77, 7.27596E-012,    90.00,          0,     0.00,    9.17629,    17.77
Line.LINE406,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE407, 1.56055E-009,   149.46, 4.63281E-010,    24.84,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.56055E-009,   -30.54, 4.63281E-010,  -155.16,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE408,    64.9697,   -41.62,    73.8997,  -162.22,    45.3764,    78.23,          0,     0.00,    24.7142,  -120.50,    64.9697,   138.38,    73.8997,    17.78,    45.3764,  -101.77,          0,     0.00,    24.7142,    59.50
Line.LINE409, 1.55792E-008,   155.73, 1.14278E-008,    10.57, 1.21122E-009,    35.22,          0,     0.00, 9.40734E-009,   102.14, 1.55792E-008,   -24.27, 1.14278E-008,  -169.43, 1.21122E-009,  -144.78,          0,     0.00, 9.40734E-009,   -77.86
Line.LINE410, 1.16764E-010,    27.86, 2.0472E-010,  -168.73,    9.04899,    78.28,          0,     0.00,    9.04899,    78.28, 1.16764E-010,  -152.14, 2.0472E-010,    11.27,    9.04899,  -101.72,          0,     0.00,    9.04899,  -101.72
Line.LINE411, 7.26515E-011,   124.29, 7.47536E-010,  -158.74, 4.92406E-010,  -108.97,          0,     0.00, 1.12414E-009,  -142.99, 7.26515E-011,   -55.71, 7.47536E-010,    21.26, 4.92406E-010,    71.03,          0,     0.00, 1.12414E-009,    37.01
Line.LINE412,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE413, 1.77631E-009,   154.79, 6.56976E-010,    28.80,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.77631E-009,   -25.21, 6.56976E-010,  -151.20,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE414,    64.9697,   -41.62,    73.8997,  -162.22,    45.3764,    78.23,          0,     0.00,    24.7142,  -120.50,    64.9697,   138.38,    73.8997,    17.78,    45.3764,  -101.77,          0,     0.00,    24.7142,    59.50
Line.LINE415, 1.39606E-008,   155.36, 9.54606E-009,    12.68, 1.49084E-009,   -38.66,          0,     0.00, 7.32677E-009,   107.57, 1.39606E-008,   -24.64, 9.54606E-009,  -167.32, 1.49084E-009,   141.34,          0,     0.00, 7.32677E-009,   -72.43
Line.LINE416, 3.69762E-011,   156.82, 1.37666E-010,  -146.52,    9.04899,    78.28,          0,     0.00,    9.04899,    78.28, 3.69762E-011,   -23.18, 1.37666E-010,    33.48,    9.04899,  -101.72,          0,     0.00,    9.04899,  -101.72
Line.LINE417, 8.82916E-011,  -170.51, 3.65979E-010,  -159.03, 3.7835E-010,  -112.62,          0,     0.00, 7.58067E-010,  -139.26, 8.82916E-011,     9.49, 3.65979E-010,    20.97, 3.7835E-010,    67.38,          0,     0.00, 7.58067E-010,    40.74
Line.LINE418,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE419, 1.32144E-009,   149.20, 5.75403E-010,    25.66,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.32144E-009,   -30.80, 5.75403E-010,  -154.34,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE420,    64.9697,   -41.62,    73.8997,  -162.22,    45.3764,    78.23,          0,     0.00,    24.7142,  -120.50,    64.9697,   138.38,    73.8997,    17.78,    45.3764,  -101.77,          0,     0.00,    24.7142,    59.50
Line.LINE421, 1.49125E-008,   167.37, 1.23136E-008,    15.35, 9.31323E-010,     0.00,          0,     0.00, 6.74908E-009,   105.00, 1.49125E-008,   -12.63, 1.23136E-008,  -164.65, 9.31323E-010,   180.00,          0,     0.00, 6.74908E-009,   -75.00
Line.LINE422, 1.96677E-010,   -25.77, 7.98522E-011,  -122.56,    9.04899,    78.28,          0,     0.00,    9.04899,    78.28, 1.96677E-010,   154.23, 7.98522E-011,    57.44,    9.04899,  -101.72,          0,     0.00,    9.04899,  -101.72
Line.LINE423, 1.32127E-010,   -36.91, 3.78947E-010,  -149.69, 1.9488E-010,  -128.37,          0,     0.00, 5.44551E-010,  -128.97, 1.32127E-010,   143.09, 3.78947E-010,    30.31, 1.9488E-010,    51.63,          0,     0.00, 5.44551E-010,    51.03
Line.LINE424,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE425, 4.55837E-011,   151.39, 1.55415E-011,    69.44, 1.45519E-011,     0.00,          0,     0.00, 4.15192E-011,   118.81, 4.55837E-011,   -28.61, 1.55415E-011,  -110.56, 1.45519E-011,   180.00,          0,     0.00, 4.15192E-011,   -61.19
Line.LINE426, 1.28231E-009,   149.50, 6.16522E-010,    29.13,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.28231E-009,   -30.50, 6.16522E-010,  -150.87,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE427,    64.9697,   -41.62,    73.8997,  -162.22,    45.3764,    78.23,          0,     0.00,    24.7142,  -120.50,    64.9697,   138.38,    73.8997,    17.78,    45.3764,  -101.77,          0,     0.00,    24.7142,    59.50
Line.LINE428, 1.56274E-008,   155.34, 1.11199E-008,    19.57, 3.23459E-009,   -59.74,          0,     0.00, 7.73965E-009,   105.71, 1.56274E-008,   -24.66, 1.11199E-008,  -160.43, 3.23459E-009,   120.26,          0,     0.00, 7.73965E-009,   -74.29
Line.LINE429, 4.63892E-011,   109.77, 5.78155E-011,   -70.71,    9.04899,    78.28,          0,     0.00,    9.04899,    78.28, 4.63892E-011,   -70.23, 5.78155E-011,   109.29,    9.04899,  -101.72,          0,     0.00,    9.04899,  -101.72
Line.LINE430, 1.15712E-010,   -28.91, 3.84035E-010,  -148.12, 1.48446E-010,  -143.97,          0,     0.00, 4.88563E-010,  -134.90, 1.15712E-010,   151.09, 3.84035E-010,    31.88, 1.48446E-010,    36.03,          0,     0.00, 4.88563E-010,    45.10
Line.LINE431,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE432, 4.54747E-013,     0.00, 4.54747E-013,   180.00, 7.49989E-012,   -75.96,          0,     0.00, 7.49989E-012,   -75.96, 4.54747E-013,   180.00, 4.54747E-013,     0.00, 7.49989E-012,   104.04,          0,     0.00, 7.49989E-012,   104.04
Line.LINE433, 1.39744E-009,   150.20, 6.45324E-010,    29.84,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.39744E-009,   -29.80, 6.45324E-010,  -150.16,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE434,    64.9697,   -41.62,    73.8997,  -162.22,    45.3764,    78.23,          0,     0.00,    24.7142,  -120.50,    64.9697,   138.38,    73.8997,    17.78,    45.3764,  -101.77,          0,     0.00,    24.7142,    59.50
Line.LINE435, 1.26893E-008,   146.60, 1.18269E-008,    20.75, 9.37125E-009,   -63.43,          0,     0.00, 5.4305E-009,    30.96, 1.26893E-008,   -33.40, 1.18269E-008,  -159.25, 9.37125E-009,   116.57,          0,     0.00, 5.4305E-009,  -149.04
Line.LINE436, 2.30718E-010,   -28.23, 2.09863E-010,  -162.86,    9.04899,    78.28,          0,     0.00,    9.04899,    78.28, 2.30718E-010,   151.77, 2.09863E-010,    17.14,    9.04899,  -101.72,          0,     0.00,    9.04899,  -101.72
Line.LINE437, 2.51554E-011,   102.53, 3.90486E-010,  -146.01, 2.63647E-010,  -117.98,          0,     0.00, 6.22167E-010,  -136.72, 2.51554E-011,   -77.47, 3.90486E-010,    33.99, 2.63647E-010,    62.02,          0,     0.00, 6.22167E-010,    43.28
Line.LINE438,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE439, 7.94182E-012,   166.76, 1.51165E-011,   158.84, 8.13477E-012,   -63.43,          0,     0.00, 1.81899E-011,   180.00, 7.94182E-012,   -13.24, 1.51165E-011,   -21.16, 8.13477E-012,   116.57,          0,     0.00, 1.81899E-011,     0.00
Line.LINE440, 1.37723E-009,   149.74, 5.57439E-010,    26.35,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.37723E-009,   -30.26, 5.57439E-010,  -153.65,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
